Orthogroup	Best Gene Name	Gene Name Occurrences
OG0002499	helix-turn-helix domain-containing protein	{'helix-turn-helix domain-containing protein': 18, 'DNA-binding transcriptional regulator MelR': 1, 'HTH-type transcriptional regulator YesS': 1, 'hypothetical protein': 1, 'Melibiose operon regulatory protein': 2}
OG0002500	endonuclease	{'NUMOD4 motif protein': 1, 'HNH endonuclease': 1, 'endonuclease': 15, 'hypothetical protein': 6}
OG0002501	putative diguanylate cyclase AdrA	{'Cyclic di-GMP phosphodiesterase Gmr': 1, 'Diguanylate cyclase YdeH': 3, 'putative diguanylate cyclase YcdT': 2, 'putative diguanylate cyclase YegE': 1, 'Phytochrome-like protein cph2': 1, 'putative diguanylate cyclase YedQ': 1, 'Diguanylate cyclase DosC': 3, 'putative diguanylate cyclase YdaM': 2, 'hypothetical protein': 2, 'putative diguanylate cyclase AdrA': 4, 'Response regulator PleD': 3}
OG0002502	Transposase DDE domain protein	{'Transposase DDE domain protein': 16, 'hypothetical protein': 7}
OG0002503	Thiosulfate sulfurtransferase GlpE	{'Rhodanese-like domain protein': 1, 'putative adenylyltransferase/sulfurtransferase MoeZ': 3, 'rhodanese-like domain-containing protein': 2, 'hypothetical protein': 1, 'molybdopterin biosynthesis protein MoeB': 6, 'Thiosulfate sulfurtransferase PspE precursor': 2, 'Thiosulfate sulfurtransferase GlpE': 7}
OG0002504	hypothetical protein	{'hypothetical protein': 22}
OG0002505	type II toxin-antitoxin system Phd/YefM family antitoxin	{'Phd_YefM': 6, 'type II toxin-antitoxin system Phd/YefM family antitoxin': 13, 'hypothetical protein': 3}
OG0002506	hypothetical protein	{'putative sulfate exporter family transporter': 1, 'hypothetical protein': 21}
OG0002507	2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase KduD	{'2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase': 10, '2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase KduD': 12}
OG0002508	IclR family transcriptional regulator	{'HTH-type transcriptional repressor AllR': 1, 'HTH-type transcriptional regulator KipR': 1, 'IclR family transcriptional regulator': 14, 'HTH-type transcriptional regulator YiaJ': 1, 'Transcriptional regulator KdgR': 3, 'Pectin degradation repressor protein KdgR': 2}
OG0002509	PTS system mannose/fructose/sorbose family transporter subunit IID	{'PTS system mannose/fructose/sorbose family transporter subunit IID': 22}
OG0002510	PTS sugar transporter subunit IIC	{'PTS sugar transporter subunit IIC': 22}
OG0002511	hypothetical protein	{'hypothetical protein': 22}
OG0002512	hypothetical protein	{'hypothetical protein': 22}
OG0002513	hypothetical protein	{'hypothetical protein': 22}
OG0002514	transporter	{'hypothetical protein': 3, 'Polysaccharide biosynthesis protein': 1, 'transporter': 18}
OG0002515	wall-associated protein	{'wall-associated protein': 11, 'hypothetical protein': 3, 'cell surface protein': 8}
OG0002516	triose-phosphate isomerase	{'hypothetical protein': 2, 'triosephosphate isomerase': 2, 'triose-phosphate isomerase': 18}
OG0002517	hypothetical protein	{'hypothetical protein': 22}
OG0002518	3-dehydro-L-gulonate-6-phosphate decarboxylase	{'3-keto-L-gulonate-6-phosphate decarboxylase SgbH': 1, '3-dehydro-L-gulonate-6-phosphate decarboxylase': 19, '3-keto-L-gulonate-6-phosphate decarboxylase UlaD': 2}
OG0002519	PTS sugar transporter subunit IIB	{'PTS sugar transporter subunit IIB': 19, 'PTS system ascorbate-specific transporter subunits IICB': 1, 'Ascorbate-specific phosphotransferase enzyme IIB component': 2}
OG0002520	PTS ascorbate transporter subunit IIC	{'PTS ascorbate transporter subunit IIC': 19, 'Ascorbate-specific permease IIC component UlaA': 3}
OG0002521	L-ascorbate 6-phosphate lactonase	{'putative L-ascorbate 6-phosphate lactonase': 1, 'L-ascorbate 6-phosphate lactonase': 19, 'putative L-ascorbate-6-phosphate lactonase UlaG': 2}
OG0002522	hypothetical protein	{'hypothetical protein': 22}
OG0002523	hypothetical protein	{'hypothetical protein': 22}
OG0002524	hypothetical protein	{'hypothetical protein': 22}
OG0002525	amidohydrolase	{'amidohydrolase': 18, 'Amidohydrolase': 4}
OG0002526	hypothetical protein	{'Transposase': 5, 'hypothetical protein': 17}
OG0002527	Carbamate kinase 1	{'Carbamate kinase 1': 20, 'carbamate kinase': 2}
OG0002528	Transcriptional repressor SdpR	{'winged helix-turn-helix transcriptional regulator': 5, 'hypothetical protein': 1, 'helix-turn-helix transcriptional regulator': 2, 'Transcriptional repressor SdpR': 7, 'Arsenical resistance operon repressor': 7}
OG0002529	Replication initiation factor	{'helix-turn-helix domain-containing protein': 4, 'XRE family transcriptional regulator': 7, 'replication initiation factor domain-containing protein': 2, 'hypothetical protein': 1, 'Replication initiation factor': 8}
OG0002530	hypothetical protein	{'hypothetical protein': 22}
OG0002531	hypothetical protein	{'hypothetical protein': 22}
OG0002532	hypothetical protein	{'hypothetical protein': 22}
OG0002533	hypothetical protein	{'hypothetical protein': 22}
OG0002534	hypothetical protein	{'hypothetical protein': 16, 'Sulfatase': 5, 'Lipoteichoic acid synthase': 1}
OG0002535	integrase	{'site-specific integrase': 1, 'tyrosine recombinase': 1, 'Transposase from transposon Tn916': 1, 'integrase': 18, 'site-specific tyrosine recombinase XerC': 1}
OG0002536	hypothetical protein	{'hypothetical protein': 22}
OG0002537	hypothetical protein	{'hypothetical protein': 22}
OG0002538	hypothetical protein	{'hypothetical protein': 22}
OG0002539	FMN-binding protein	{'FMN-binding protein': 21}
OG0002540	Copper-sensing transcriptional repressor CsoR	{'Copper-sensing transcriptional repressor CsoR': 15, 'metal-sensitive transcriptional regulator': 6}
OG0002541	hypothetical protein	{'Chromosome partition protein Smc': 1, 'hypothetical protein': 20}
OG0002542	putative undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase	{'putative undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase': 16, 'undecaprenyl/decaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase': 2, 'Decaprenyl-phosphate N-acetylglucosaminephosphotransferase': 3}
OG0002543	Spermidine N(1)-acetyltransferase	{'Putative ribosomal N-acetyltransferase YdaF': 3, 'GNAT family N-acetyltransferase': 2, 'ribosomal-protein-alanine N-acetyltransferase': 1, 'ribosomal-protein-S5-alanine N-acetyltransferase': 1, 'hypothetical protein': 2, 'Spermidine N(1)-acetyltransferase': 12}
OG0002544	SLC45 family MFS transporter	{'SLC45 family MFS transporter': 10, 'hypothetical protein': 3, 'Major Facilitator Superfamily protein': 8}
OG0002545	Putative fructokinase	{'Putative fructokinase': 19, 'ROK family protein': 2}
OG0002546	hypothetical protein	{'protein export cytoplasm protein SecA2 ATPase RNA helicase': 10, 'hypothetical protein': 11}
OG0002547	PRD domain-containing protein	{'PRD domain-containing protein': 18, 'PRD domain-containing protein, partial': 2, 'transcriptional regulator, partial': 1}
OG0002548	fructose/mannose phosphotransferase system IIA component	{'fructose/mannose phosphotransferase system IIA component': 12, 'PTS system mannose-specific EIIAB component': 1, 'PTS fructose transporter subunit IIA': 8}
OG0002549	PTS sugar transporter subunit IIC	{'PTS system sorbose-specific iic component': 1, 'PTS sugar transporter subunit IIC': 20}
OG0002550	PTS sugar transporter subunit IIB	{'PTS sugar transporter subunit IIB': 19, 'hypothetical protein': 1, 'PTS system, Lactose/Cellobiose specific IIB subunit': 1}
OG0002551	type II CRISPR RNA-guided endonuclease Cas9	{'type II CRISPR RNA-guided endonuclease Cas9': 10, 'CRISPR-associated endonuclease Cas9 2': 2, 'hypothetical protein': 3, 'CRISPR-associated endonuclease Cas9': 4, 'CRISPR-associated endonuclease Cas9/Csn1': 2}
OG0002552	hypothetical protein	{'hypothetical protein': 21}
OG0002553	class IIb bacteriocin	{'class IIb bacteriocin': 21}
OG0002554	transposase	{'transposase': 21}
OG0002555	class IIb bacteriocin	{'class IIb bacteriocin': 21}
OG0002556	cell surface complex protein precursor, CscC family	{'hypothetical protein': 1, 'cell surface complex protein precursor, CscC family': 20}
OG0002557	YjbQ family protein	{'YjbQ family protein': 17, 'hypothetical protein': 4}
OG0002558	SIS domain-containing protein	{'SIS domain-containing protein': 19, 'Arabinose 5-phosphate isomerase KdsD': 2}
OG0002559	DUF3923 family protein	{'transcriptional repressor DicA': 1, 'hypothetical protein': 1, 'DUF3923 family protein': 19}
OG0002560	hypothetical protein	{'hypothetical protein': 21}
OG0002561	hypothetical protein	{'hypothetical protein': 21}
OG0002562	Membrane lipoprotein TmpC precursor	{'Membrane lipoprotein TmpC': 4, 'Membrane lipoprotein TmpC precursor': 13, 'BMP family ABC transporter substrate-binding protein': 2, 'hypothetical protein': 1, 'Basic membrane protein': 1}
OG0002563	hypothetical protein	{'Transposase': 6, 'hypothetical protein': 14, 'ferredoxin-NADP(+) reductase subunit alpha': 1}
OG0002564	PTS mannose transporter subunit IID	{'PTS mannose transporter subunit IID': 19, 'hypothetical protein': 2}
OG0002565	hypothetical protein	{'hypothetical protein': 21}
OG0002566	hypothetical protein	{'hypothetical protein': 21}
OG0002567	hypothetical protein	{'hypothetical protein': 21}
OG0002568	ORF6N domain-containing protein	{'ORF6N domain protein': 1, 'hypothetical protein': 3, 'ORF6N domain-containing protein': 11, 'Rha family transcriptional regulator': 6}
OG0002569	ABC transporter	{'ABC transporter': 21}
OG0002570	hypothetical protein	{'Transposase DDE domain protein': 9, 'hypothetical protein': 12}
OG0002571	pH-gated potassium channel KcsA	{'ion transporter': 9, 'two pore domain potassium channel family protein': 1, 'pH-gated potassium channel KcsA': 10}
OG0002572	type II toxin-antitoxin system YafQ family toxin	{'type II toxin-antitoxin system YafQ family toxin': 13, 'Plasmid stabilisation system protein': 6, 'hypothetical protein': 1}
OG0002573	Aminodeoxychorismate synthase component 1	{'Aminodeoxychorismate synthase component 1': 9, 'Anthranilate synthase component 1': 9, 'anthranilate synthase component I': 2}
OG0002574	Riboflavin biosynthesis protein RibBA	{'3,4-dihydroxy-2-butanone 4-phosphate synthase': 1, 'Riboflavin biosynthesis protein RibBA': 15, '3,4-dihydroxy-2-butanone-4-phosphate synthase': 4}
OG0002575	Protease synthase and sporulation negative regulatory protein PAI 1	{'putative acetyltransferase': 1, 'Acetyltransferase (GNAT) family protein': 1, 'hypothetical protein': 2, 'Spermidine/spermine N(1)-acetyltransferase': 5, 'Protease synthase and sporulation negative regulatory protein PAI 1': 11}
OG0002576	carboxymuconolactone decarboxylase family protein	{'carboxymuconolactone decarboxylase family protein': 13, 'Carboxymuconolactone decarboxylase family protein': 7}
OG0002577	hypothetical protein	{'ABC-2 family transporter protein': 1, 'hypothetical protein': 19}
OG0002578	hypothetical protein	{'hypothetical protein': 20}
OG0002579	ATPase	{'ATPase': 18, 'hypothetical protein': 1, 'Relaxase/Mobilisation nuclease domain protein': 1}
OG0002580	hypothetical protein	{'hypothetical protein': 20}
OG0002581	oxo-acid lyase	{'hypothetical protein': 3, 'oxo-acid lyase': 17}
OG0002582	DgaE family pyridoxal phosphate-dependent ammonia lyase	{'DgaE family pyridoxal phosphate-dependent ammonia lyase': 17, 'L-seryl-tRNA(Sec) selenium transferase': 2, 'selenocysteine synthase': 1}
OG0002583	N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase	{'N(4)-(Beta-N-acetylglucosaminyl)-L-asparaginase precursor': 4, 'N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase': 16}
OG0002584	GntR family transcriptional regulator	{'HTH-type transcriptional repressor YvoA': 4, 'GntR family transcriptional regulator': 16}
OG0002585	Gfo/Idh/MocA family oxidoreductase	{'Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase': 5, 'inositol 2-dehydrogenase': 1, 'Gfo/Idh/MocA family oxidoreductase': 14}
OG0002586	tetratricopeptide repeat protein	{'tetratricopeptide repeat protein': 17, 'transporter': 3}
OG0002587	poly(glycerol-phosphate) alpha-glucosyltransferase	{'Glycosyltransferase Gtf1': 1, 'poly(glycerol-phosphate) alpha-glucosyltransferase': 15, 'poly(glycerol-phosphate) alpha-glucosyltransferase, partial': 4}
OG0002588	hypothetical protein	{'hypothetical protein': 20}
OG0002589	hypothetical protein	{'hypothetical protein': 20}
OG0002590	hypothetical protein	{'hypothetical protein': 20}
OG0002591	hypothetical protein	{'hypothetical protein': 20}
OG0002592	hypothetical protein	{'hypothetical protein': 20}
OG0002593	hypothetical protein	{'Transposase DDE domain protein': 9, 'hypothetical protein': 11}
OG0002594	hypothetical protein	{'hypothetical protein': 11, 'DUF222 domain-containing protein': 9}
OG0002595	2-isopropylmalate synthase	{'4-hydroxy-2-oxovalerate aldolase': 1, '2-isopropylmalate synthase': 16, 'citramalate synthase': 2}
OG0002596	type II toxin-antitoxin system death-on-curing family toxin	{'type II toxin-antitoxin system death-on-curing family toxin': 16, 'Toxin Doc': 3}
OG0002597	ABC transporter glutamine-binding protein GlnH precursor	{'transporter substrate-binding domain-containing protein': 7, 'ABC transporter glutamine-binding protein GlnH': 1, 'ABC transporter glutamine-binding protein GlnH precursor': 10, 'Lysine-arginine-ornithine-binding periplasmic protein precursor': 1}
OG0002598	O-acetyl-ADP-ribose deacetylase	{'O-acetyl-ADP-ribose deacetylase': 18, 'Protein-ADP-ribose hydrolase': 1}
OG0002599	Proton/sodium-glutamate symport protein	{'L-cystine uptake protein TcyP': 4, 'Proton/sodium-glutamate symport protein': 7, 'C4-dicarboxylate transport protein': 3, 'Proton glutamate symport protein': 4, 'dicarboxylate/amino acid:cation symporter': 1}
OG0002600	Serine/threonine exchanger SteT	{'putative amino acid permease YhdG': 1, 'Serine/threonine exchanger SteT': 18}
OG0002601	Acetylxylan esterase precursor	{'hypothetical protein': 2, 'Acetylxylan esterase': 1, 'Acetylxylan esterase precursor': 13, 'alpha/beta hydrolase fold protein': 3}
OG0002602	HTH-type transcriptional regulator LrpC	{'Lrp/AsnC family transcriptional regulator': 5, 'Leucine-responsive regulatory protein': 6, 'HTH-type transcriptional regulator LrpC': 8}
OG0002603	Arginine deiminase	{'Arginine deiminase': 16, 'arginine deiminase': 3}
OG0002604	hypothetical protein	{'hypothetical protein': 19}
OG0002605	cytosolic protein	{'cytosolic protein': 19}
OG0002606	PTS fructose transporter subunit IIC	"{'PTS system fructose-specific EIIBC component': 4, 'PTS fructose transporter subunit IIC': 14, ""PTS system fructose-specific EIIB'BC component"": 1}"
OG0002607	amino acid ABC transporter permease	{'L-cystine transport system permease protein TcyL': 5, 'amino acid ABC transporter permease': 14}
OG0002608	PcfB family protein	{'PcfB family protein': 19}
OG0002609	hypothetical protein	{'hypothetical protein': 19}
OG0002610	PrgI family protein	{'PrgI family protein': 19}
OG0002611	hypothetical protein	{'hypothetical protein': 19}
OG0002612	hypothetical protein	{'hypothetical protein': 19}
OG0002613	hypothetical protein	{'hypothetical protein': 19}
OG0002614	amidohydrolase/deacetylase family metallohydrolase	{'amidohydrolase/deacetylase family metallohydrolase': 16, 'dihydroorotase': 3}
OG0002615	DUF4310 family protein	{'DUF4310 family protein': 17, 'hypothetical protein': 2}
OG0002616	DUF4311 domain-containing protein	{'DUF4311 domain-containing protein': 17, 'hypothetical protein': 2}
OG0002617	DUF4312 family protein	{'hypothetical protein': 2, 'DUF4312 family protein': 17}
OG0002618	GNAT family N-acetyltransferase	{'GNAT family N-acetyltransferase': 19}
OG0002619	hypothetical protein	{'hypothetical protein': 19}
OG0002620	ABC transporter permease	{'ABC transporter permease': 18, 'hypothetical protein': 1}
OG0002621	DeoR/GlpR transcriptional regulator	{'Glucitol operon repressor': 2, 'DeoR/GlpR transcriptional regulator': 16, 'Lactose phosphotransferase system repressor': 1}
OG0002622	ATP-binding protein	{'hypothetical protein': 1, 'ATP-binding protein': 11, 'AAA-like domain protein': 7}
OG0002623	phage tail tape measure protein	{'Phage-related minor tail protein': 3, 'phage tail tape measure protein': 14, 'hypothetical protein': 1, 'tape measure protein': 1}
OG0002624	SAM-dependent DNA methyltransferase	{'N-6 DNA Methylase': 2, 'hypothetical protein': 3, 'SAM-dependent DNA methyltransferase': 14}
OG0002625	hypothetical protein	{'hypothetical protein': 19}
OG0002626	hypothetical protein	{'hypothetical protein': 19}
OG0002627	LPXTG cell wall anchor domain-containing protein	{'Serine-aspartate repeat-containing protein D precursor': 1, 'LPXTG cell wall anchor domain-containing protein': 12, 'Cna protein B-type domain protein': 3, 'peptidase': 1, 'hypothetical protein': 2}
